"education","contact","cpi","cci","r3m","previous_bin","jobblue_collar","jobentrepreneur","jobhousemaid","jobmanagement","jobretired","jobself_employed","jobservices","jobstudent","jobtechnician","jobunemployed","jobunknown","maritalmarried","maritalsingle","maritalunknown","defaultunknown","defaultyes","monthaug","monthdec","monthjul","monthjun","monthmar","monthmay","monthnov","monthoct","monthsep","poutcomenonexistent","poutcomesuccess","campaign_bin1","campaign_bin2","age_bin1","age_bin2","age_bin3","age_bin4","duration_bin1","duration_bin2","duration_bin3","duration_bin4","all_previous_bin1","all_previous_bin2","all_previous_bin3","y"
1.8763136631514,1,1.46065477479323,-0.263852383478076,0.96592494688884,-1,0.938156831575702,0.0618431684242977,0,0,0,0,0,0,0,0,0,0,1,0,0.0618431684242977,0,0,0,0.0618431684242977,0.938156831575702,0,0,0,0,0,1,0,0,0,0,0,0.0618431684242977,0,0,0,1,0,0,0.938156831575702,0,"1"
5,1,0.740708008251871,0.873089861116055,0.95848992791107,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
7,0,0.615549075538839,-0.439810438518002,1.01372628196551,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"0"
2,0,-1.07244968802524,-1.16919949387026,-0.913172684472066,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
5,0.409613982122323,0.615549075538839,-0.439810438518002,1.01372628196551,-1,0,0,0,0,0,0,1,0,0,0,0,0.409613982122323,0.590386017877677,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.590386017877677,0,0,0,0.409613982122323,0,0,0,1,0,0,1,0,"1"
0,0,0.615549075538839,-0.439810438518002,1.01319516317653,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"0"
5,0,1.07830776096468,0.643853300862489,-1.1551361017374,-0.713464969163927,0,0,0,0,0.713464969163927,0,0,0,0,0,0,0.713464969163927,0,0,0,0,0,0,0,0,0,0,0,0,1,0.713464969163927,0.286535030836073,0,0,0,0,0.286535030836073,0.713464969163927,0,0,1,0,0,0.286535030836073,0,"1"
6.07495731757747,0,-0.566873472987025,-0.293932627447551,0.582737410765315,-1,0,0.92504268242253,0,0,0,0,0,0,0.0749573175774705,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0749573175774705,0,0.92504268242253,0,0,0,0,1,0,0,0,"1"
4,0,0.615549075538839,-0.439810438518002,1.01276091304653,-1,1,0,0,0,0,0,0,0,0,0,0,0.0607953506162,0.9392046493838,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
7,0,1.07830776096468,0.643853300862489,-1.15217613951532,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"1"
2,1,1.51636402546034,-0.252253252855993,1.01319516317653,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
4.24901871634552,0,-0.165047425855675,0.93560892300339,1.01531963833247,-1,0,0,0,0,0.750981283654484,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.750981283654484,0,0,0.249018716345516,0.750981283654484,0,0,0,0.750981283654484,0.249018716345516,0,1,0,"1"
7,1,1.51636402546034,-0.252253252855993,1.01216373780543,-1,0,0,0,0.647328741067177,0,0,0,0.352671258932823,0,0,0,0,1,0,0.352671258932823,0,0,0,0,1,0,0,0,0,0,1,0,0.647328741067177,0,0.352671258932823,0,0,0,0,0,1,0,0,0.647328741067177,0,"1"
7,1,-1.07244968802524,-1.16919949387026,-0.902550308692366,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"0"
7,0,-0.772726980738741,-1.35675667953226,-0.896708002013531,-1,0,0,0,0,0,0,0,0,0,0,0,0.210655080810249,0.789344919189751,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.789344919189751,0,0.210655080810249,0,0,0,"1"
7,0,-1.07244968802524,-1.16919949387026,-0.960973375480716,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
5,1,1.51636402546034,-0.252253252855993,1.01213292559856,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"0"
2,1,0.740708008251871,0.873089861116055,0.959552165489041,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"0"
6,1,0.740708008251871,0.873089861116055,0.9574276903331,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
5.51021802358454,0,-0.925650908073876,-1.26106162295471,-0.907005484408104,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.510218023584538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
7,0,1.07830776096468,0.643853300862489,-1.15536285224923,0,0,0,0,0,0,0,0,0,0.511712097664391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.488287902335609,0,0,0,0,0.488287902335609,0,1,0,0,0.511712097664391,0.488287902335609,0,"1"
7,0,-0.165047425855675,0.93560892300339,1.0142574007545,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"1"
7,0,-0.772726980738741,-1.35675667953226,-0.854489026161662,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.71635488001672,0,0,0,0,1,0,0,0,0,"1"
2,1,0.740708008251871,0.873089861116055,0.958403334259818,-1,0,0,0.836959917351525,0,0,0,0.163040082648475,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.163040082648475,0.836959917351525,0,0,0,"1"
6,0,0.615549075538839,-0.439810438518002,1.0142574007545,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
4,0,0.615549075538839,-0.439810438518002,1.0142574007545,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0"
2.24938685281027,1,0.740708008251871,0.873089861116055,0.957560144376354,-1,0.249386852810268,0,0,0,0.750613147189732,0,0,0,0,0,0,1,0,0,0.750613147189732,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.750613147189732,0,0,0,1,0,0,0,"1"
2,0,0.615549075538839,-0.439810438518002,1.0142574007545,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"0"
6.33908943518312,0,2.01370610018848,-2.12782510947607,-1.0694925336823,-1,0,0,0,0,0,0,0,0,0.660910564816882,0.339089435183118,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.660910564816882,0,0.339089435183118,0,0.339089435183118,0.660910564816882,0,1,0,0,"1"
3,0,-1.07244968802524,-1.16919949387026,-0.902550308692366,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,"1"
2,0,0.615549075538839,-0.439810438518002,1.0134918551146,-1,0,0,0,0,0,0,0,0,0,0.441383087497131,0.558616912502869,1,0,0,0.441383087497131,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.441383087497131,0.558616912502869,0,0,0,0,1,0,0,0,"1"
7,0,-2.21205470693876,1.91507422590499,-1.17369290725202,-1,0,0,0.955650631518879,0,0.0443493684811212,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.955650631518879,0,0.0443493684811212,0,1,0,0,0.955650631518879,0.0443493684811212,0,"1"
2,0,0.615549075538839,-0.439810438518002,1.01331814671899,-1,0.768444376261074,0,0,0,0,0,0,0,0,0.231555623738926,0,1,0,0,0.231555623738926,0,0,0,1,0,0,0,0,0,0,1,0,0,0.231555623738926,0,0,0.768444376261074,0.231555623738926,0,0,0.231555623738926,0.768444376261074,0,0,0.231555623738926,"1"
5.80868255375092,0,0.615549075538839,-0.439810438518002,1.01415578846413,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.191317446249078,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.191317446249078,0,0,0,0,0,0,1,0,0,0,"1"
0,0.672668537570875,0.795053334298326,0.47713580249626,-1.14102264494663,-0.672668537570875,0,0,0,0.327331462429125,0,0,0,0,0,0,0.672668537570875,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.672668537570875,0.327331462429125,0.672668537570875,0,0,0,0,1,0,1,0,0,0,0.672668537570875,0.327331462429125,"1"
