"education","contact","cpi","cci","r3m","previous_bin","jobblue_collar","jobentrepreneur","jobhousemaid","jobmanagement","jobretired","jobself_employed","jobservices","jobstudent","jobtechnician","jobunemployed","jobunknown","maritalmarried","maritalsingle","maritalunknown","defaultunknown","defaultyes","monthaug","monthdec","monthjul","monthjun","monthmar","monthmay","monthnov","monthoct","monthsep","poutcomenonexistent","poutcomesuccess","campaign_bin1","campaign_bin2","age_bin1","age_bin2","age_bin3","age_bin4","duration_bin1","duration_bin2","duration_bin3","duration_bin4","all_previous_bin1","all_previous_bin2","all_previous_bin3","y"
3,1,1.51636402546034,-0.252253252855993,0.96273887822295,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"0"
4,1,1.51636402546034,-0.252253252855993,0.962644222420394,-1,0.910890177000583,0,0,0.0891098229994167,0,0,0,0,0,0,0,1,0,0,0.910890177000583,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.910890177000583,0.0891098229994167,0,"1"
4,0,0.615549075538839,-0.439810438518002,1.01372628196551,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
7,0,-0.772726980738741,-1.35675667953226,-0.892236839090918,-1,0,0,0,0,0,0,0,0,0,0,0,0.240525311331559,0.759474688668441,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.759474688668441,0.240525311331559,0,0,1,0,0,0,0,0,"1"
6,0,-1.07244968802524,-1.16919949387026,-0.957786662746806,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
2,0,-1.47427573515659,2.18599016075011,-1.24193521485378,-0.465920703697835,0,0,0.465920703697835,0,0.534079296302165,0,0,0,0,0,0,0.465920703697835,0.534079296302165,0,0,0,0,0,0,0,0,0,1,0,0,0.465920703697835,0.534079296302165,0.534079296302165,0,0,0,0,1,0,1,0,0,0.465920703697835,0.534079296302165,0,"1"
7,0,0.823007579016448,0.28762938147973,-1.20163520498609,0,0,0,0,0.606235651321946,0,0,0,0,0,0,0,0.393764348678054,0,0,0,0,0.393764348678054,0,0,0.606235651321946,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"1"
6.09362062147658,0,-1.4478173973027,1.61285562078866,-1.23766337692229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.093620621476576,0.906379378523424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093620621476576,0,0,0,1,0,0,1,0,"1"
2.20217217436335,1,0.740708008251871,0.873089861116055,0.958167795589827,-1,0.202172174363353,0,0.797827825636647,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.797827825636647,0,0,0,0,1,0.202172174363353,0,0,"1"
3,0,-0.772726980738741,-1.35675667953226,-0.875463250454131,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
2.42668334551857,1,0.740708008251871,0.873089861116055,0.957201070791349,-1,0.426683345518572,0,0,0,0.573316654481428,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.573316654481428,0,0,0,1,0.426683345518572,0,0,"1"
5,1,1.51636402546034,-0.252253252855993,1.01266404438754,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0"
5.80229532413125,0.802295324131247,0.546382296934259,0.122861118468022,-1.25935713022226,0,0,0,0,0,0,0,0.197704675868753,0,0,0.802295324131247,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.197704675868753,0.802295324131247,0,0,0.197704675868753,0.802295324131247,0,0.802295324131247,0.197704675868753,0,"1"
7,0,-1.47427573515659,2.18599016075011,-1.24239491777346,0,0,0,0,0,0,0,0,0,1,0,0,0,0.932768458969854,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0672315410301463,0,0,0,0.932768458969854,0.0672315410301463,0,0.932768458969854,0.0672315410301463,0,0,0,1,0,"1"
2.16200536761831,1,1.51636402546034,-0.252253252855993,1.00910806868025,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0810026838091571,0,0,"1"
7,0,-0.165047425855675,0.93560892300339,1.01478851954348,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0"
2,0,0.615549075538839,-0.439810438518002,1.01319516317653,-1,0.40439702154011,0,0,0,0,0,0,0,0,0.59560297845989,0,1,0,0,0.59560297845989,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.59560297845989,0.40439702154011,0,0,0,0,1,0,0,0,"1"
4,0,0.615549075538839,-0.439810438518002,1.0142574007545,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
4,0,-1.07244968802524,-1.16919949387026,-0.921851570909522,0,0.308316289477467,0,0,0,0,0,0.691683710522533,0,0,0,0,1,0,0,0.308316289477467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.691683710522533,0.308316289477467,0,"1"
7,0,-1.07244968802524,-1.16919949387026,-0.941321980288271,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"0"
7,1,-0.566873472987025,-0.293932627447551,0.543155034924801,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
7,0,-0.165047425855675,0.93560892300339,1.01522110199643,-1,0,0,0,0,0,0,0,0,0.40723700791255,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.40723700791255,0,0,0.59276299208745,0,0,0,0,1,0,0,0.40723700791255,0,"1"
2,1,0.740708008251871,0.873089861116055,0.9574276903331,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
6,0,-0.165047425855675,0.93560892300339,1.0142574007545,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"0"
7,0,-1.38619974197576,1.57624937028714,-1.23376196400981,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.956894275740257,0.0431057242597432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0431057242597432,0,0.956894275740257,0.0431057242597432,0,0,"1"
0,0.401744913673713,0.964511735775911,0.576875393873451,-1.14991949142134,-0.401744913673713,0,0,0,0,0.598255086326287,0,0,0,0,0,0.401744913673713,1,0,0,0.598255086326287,0,0.401744913673713,0,0,0,0,0,0,0,0.598255086326287,0.401744913673713,0.598255086326287,0.401744913673713,0,0,0,0,1,0,1,0,0,0,1,0,"1"
7,0,0.615549075538839,-0.439810438518002,1.01347815677866,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.766412719714885,0.233587280285115,0.766412719714885,0.233587280285115,0,"1"
6,1,1.51636402546034,-0.252253252855993,0.96167664064498,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"0"
5,0,0.615549075538839,-0.439810438518002,1.01160180680957,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
6,0,0.615549075538839,-0.439810438518002,1.0142574007545,-1,0,0,0,0,0,0,0,0,0.417870056563283,0.582129943436717,0,1,0,0,0.582129943436717,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.582129943436717,0,0,0.417870056563283,0,0.582129943436717,0,0,0,"1"
7,0,0.928464833959484,0.0800731482785489,-1.18150614327472,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.684398788110108,0,0,0.315601211889892,0,0,0,0,1,0,0,0,0.684398788110108,0,0.315601211889892,0,1,0,0,0.684398788110108,0.315601211889892,0,"1"
7,0,-1.07244968802524,-1.16919949387026,-0.924326179040751,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1"
4.30506178607532,0,0.795053334298326,0.47713580249626,-1.14420935768054,0,0,0,0,0,0,0,0,0.305061786075321,0,0.694938213924679,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694938213924679,0.305061786075321,0,0.694938213924679,0.305061786075321,0,"1"
6,0,-0.566873472987025,-0.293932627447551,0.543155034924801,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"0"
1.06214789508999,0.531073947544997,-1.36887873918773,1.58163922917253,-1.24221727820566,-1,0,0,0,0.468926052455003,0,0,0,0,0,0.531073947544997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.468926052455003,0,0,0.468926052455003,0,0,0.531073947544997,0,0.468926052455003,0,"1"
5,0,-0.957171723684294,-0.0438563798982064,-0.952475474856956,-1,0,0,0,0,0,0,0.599637373752094,0,0,0,0,0,0.599637373752094,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.400362626247906,0,0,0,0.599637373752094,0.400362626247906,0,0.599637373752094,0,0,"1"
2,0,1.10465700995691,0.060342056580687,-1.15758744686486,-1,0,0,0.346499389287055,0,0.653500610712945,0,0,0,0,0,0,0.653500610712945,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.346499389287055,0,0.653500610712945,0,0,0,"1"
4.36135898557554,0,-1.15479109112593,-1.96110761110984,-0.704011583315164,-1,0,0,0,0,0,0,0,0.638641014424463,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1"
7,0,-2.21205470693876,1.91507422590499,-1.1527072583043,-0.866197264326976,0,0,0,0.133802735673024,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.866197264326976,0,0,0,0,1,0,0,0,1,0,0,0.866197264326976,0.133802735673024,0,"1"
6,1,0.740708008251871,0.873089861116055,0.956896571544116,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"0"
6,0,2.01370610018848,-2.12782510947607,-1.06932160843366,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"0"
2,1,0.740708008251871,0.873089861116055,0.957688965947209,-1,0,0,0,0,0.508065578685524,0,0.491934421314476,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.491934421314476,0.508065578685524,0,0,0.491934421314476,0.508065578685524,0,0,0,"1"
1.53775039870573,1,0.740708008251871,0.873089861116055,0.957958809122086,-1,0,0,0,0,0,0,0.768875199352866,0,0,0,0,0.768875199352866,0.231124800647134,0,0.768875199352866,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.231124800647134,0.768875199352866,0,0,0,0.768875199352866,0.231124800647134,0,0.231124800647134,0,"1"
4,0,-0.165047425855675,0.93560892300339,1.01372628196551,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"0"
7,0,-1.07244968802524,-1.16919949387026,-0.915872938048535,-1,0,0,0,0,0,0,0,0,0,0,0,0.0709597793779414,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0709597793779414,0,0,0,1,0.0709597793779414,0,0,"1"
7,0,-0.772726980738741,-1.35675667953226,-0.865903112252401,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1"
2,1,1.51636402546034,-0.252253252855993,0.998060218473726,-1,1,0,0,0,0,0,0,0,0,0,0,0.700038464648649,0.299961535351351,0,0.700038464648649,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.700038464648649,0,0,0,0.299961535351351,0.700038464648649,0,0.299961535351351,0,"1"
5,0,0.615549075538839,-0.439810438518002,1.01266404438754,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"0"
5,1,0.740708008251871,0.873089861116055,0.956896571544116,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"0"
7,0,-1.07244968802524,-1.16919949387026,-0.930244879230282,-0.407456419605514,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.407456419605514,0,0,0,0,0,0,0.407456419605514,0,0.592543580394486,0,0.407456419605514,1,0,0,"1"
7,0,1.00846060373442,0.0983830463873899,-1.2124203450791,0,0,0,0,0,0.634917844334364,0,0,0,0,0,0,1,0,0,0,0,0,0,0.634917844334364,0.365082155665636,0,0,0,0,0,0,0.365082155665636,0,0,0,0,0,0.634917844334364,0,1,0,0,0,1,0,"1"
6,0,-0.566873472987025,-0.293932627447551,0.604233695658076,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
5,0,0.84116452003472,0.16454049305958,-1.2295772121502,0,0,0,0,0,0,0,0.543934437478511,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.456065562521489,0,0,0,0,1,0,0,0,1,0,"1"
7,0.777657527884647,0.805305809327119,0.407632588624445,-1.16387282373175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.777657527884647,0,0,0.222342472115353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.222342472115353,0,0.777657527884647,1,0,0,"1"
5,0,-1.07244968802524,-1.16919949387026,-0.949288762123046,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"0"
7,0,1.07830776096468,0.643853300862489,-1.15483173346024,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.77519641845507,0,0,0,0,0,0,0,0.22480358154493,0.77519641845507,0,0.77519641845507,0.22480358154493,0,"1"
3.5762818739439,0,0.546382296934259,0.122861118468022,-1.26082159217056,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.576281873943897,0.423718126056103,0,0.576281873943897,0.423718126056103,0,0,1,0,"1"
7,0,-1.07244968802524,-1.16919949387026,-0.905595490606761,-1,0,0,0,0,0,0,0,0,0,0,0,0.787647287787552,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.787647287787552,0,0,0,0,0,0,0,0,1,0,0.787647287787552,0,"1"
5,0,-1.07244968802524,-1.16919949387026,-0.931761842086541,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
7,0,-0.957171723684294,-0.0438563798982064,-0.951463425184114,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0472473448206316,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0472473448206316,0,0,0,1,0.0472473448206316,0,0,"1"
0,0,1.05015428151115,0.0664456098551689,-1.18112156966436,-0.902372922909811,0,0,0,0,0,0,0.902372922909811,0.0976270770901889,0,0,0,0,1,0,0,0,0,0,0.902372922909811,0,0,0.0976270770901889,0,0,0,0.902372922909811,0,0,0,0,0,0,0,0,0.0976270770901889,0.902372922909811,0,0.902372922909811,0.0976270770901889,0,"1"
5,0,-0.165047425855675,0.93560892300339,1.0142574007545,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"1"
7,0,-2.21205470693876,1.91507422590499,-1.1527072583043,-0.553802314026021,0,0,0,0.446197685973979,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.553802314026021,0,0,0,0,1,0,0,0,1,0,0,0.553802314026021,0.446197685973979,0,"1"
5,1,1.7403326418942,-1.85690917463095,-1.10278209213971,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,"0"
3.57275014816132,0,0.876170341718587,0.524879538441431,-1.14626392499476,0,0,0,0,0,0,0,0.713624925919339,0,0,0,0,0,0.286375074080661,0,0,0,0.713624925919339,0,0,0,0,0,0,0,0.286375074080661,0,1,0,0,0,0.713624925919339,0,0,0.713624925919339,0.286375074080661,0,0,0,1,0,"1"
6,0,0.615549075538839,-0.439810438518002,1.0127399331537,-1,0,0,0,0,0,0,0,0,1,0,0,0,0.928557633687739,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.928557633687739,0,0,0,0,1,0,0.928557633687739,0,0,"1"
7,0,-0.165047425855675,0.93560892300339,1.0142574007545,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"0"
7,0,-0.796486515518996,-1.34188869866967,-0.873439495618847,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0792717208360596,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1"
7,0,-0.161956085315665,1.21495694064487,-1.27625529641077,0,0,0,0,0,0,0,0.797691714931251,0,0,0,0,0.202308285068749,0.797691714931251,0,0,0,0,0,0,0,0.797691714931251,0,0,0,0,0,1,0,0,0.202308285068749,0,0,0,0,0.202308285068749,0,0,1,0,0,"1"
7,0,-0.165047425855675,0.93560892300339,1.01691299469942,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"0"
3,1,0.740708008251871,0.873089861116055,0.957958809122086,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
7,1,0.740708008251871,0.873089861116055,0.959552165489041,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"0"
0,1,0.740708008251871,0.873089861116055,0.9574276903331,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"0"
7,1,0.740708008251871,0.873089861116055,0.9574276903331,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
7,0,1.7403326418942,-1.85690917463095,-1.10278209213971,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"1"
5,0,-0.566873472987025,-0.293932627447551,0.604233695658076,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"0"
